url,TFTID,armor,attack,attackData,attackMag,attackRange,attackSpeed,chessId,crit,displayName,illustrate,jobIds,jobs,life,lifeData,lifeMag,magic,name,originalImage,price,proStatus,raceIds,races,recEquip,skillDetail,skillImage,skillIntroduce,skillName,skillType,spellBlock,startMagic,synergies,title,...
142,758,20,45,45/81/145.8,1.8,4,0.75,142,25,佐伊,,"7010,7110,7016","法师,,窃法巧手",800,800/1440/2592,1.8,130,758.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/Zoe-nothing.png,5,无,"7109,7110","金鳞龙,","535,565,525",【佐伊】会从其它赛季借用技能，并作为自己的技能进行施放。,https://game.gtimg.cn/images/lol/act/img/tft/champions/Zoe-nothing.png,【佐伊】会从其它赛季借用技能，并作为自己的技能进行施放。,什么都没！,主动,20,50,,暮光星灵,{}
136,705,50,60,60/108/194.4,1.8,4,0.75,136,25,奥瑞利安 · 索尔,,"7015,7007","龙神,魔导师",1000,1000/1800/3240,1.8,60,705.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/aurelion-sol-black-hole.png,8,无,7101,星界龙,"555,523,525","在随机敌人下方召唤一个不稳定的黑洞。2 秒后它内爆，对范围内敌人造成370/600/4000魔法伤害，并使其受到的伤害提高 20%，持续10秒。
战斗18秒后产生的黑洞更大，造成的伤害提高20%。",https://game.gtimg.cn/images/lol/act/img/tft/champions/aurelion-sol-black-hole.png,"在随机敌人下方召唤一个不稳定的黑洞。2 秒后它内爆，对范围内敌人造成370/600/4000魔法伤害，并使其受到的伤害提高 20%，持续10秒。
战斗18秒后产生的黑洞更大，造成的伤害提高20%。",黑洞,主动,50,0,,铸星龙王,{}
131,710,35,45,45/81/145.8,1.8,1,0.75,131,25,黛安娜,,7001,刺客,700,700/1260/2268,1.8,70,710.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/diana-pale-cascade.png,3,无,7108,屠龙勇士,"535,559,583",黛安娜获得一层300/350/400生命值的护盾，持续6秒，并召唤5/6/7颗护体法球。这些法球会在命中敌人时爆炸，造成90/105/120魔法伤害，并在最后一颗法球爆炸后刷新黛安娜的护盾值。,https://game.gtimg.cn/images/lol/act/img/tft/champions/diana-pale-cascade.png,黛安娜获得一层300/350/400生命值的护盾，持续6秒，并召唤5/6/7颗护体法球。这些法球会在命中敌人时爆炸，造成90/105/120魔法伤害，并在最后一颗法球爆炸后刷新黛安娜的护盾值。,苍白之瀑,主动,35,0,,皎月女神,{}
126,764,25,80,80/144/259.2,1.8,3,0.8,126,25,杰斯,,7012,换形师,900,900/1620/2916,1.8,100,764.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/jayce-mercurial-justice.png,4,无,7103,冒险家,"535,565,525","【杰斯】变形为近战形态，随后猛击他目标周围的地面，对一个大范围内的敌人们造成275/350/900魔法伤害，并获得额外的45护甲与魔抗。然后他会将他的技能替换为【墨丘利审判】，持续到战斗结束为止。
【墨丘利审判】：【杰斯】召唤闪电落到他的目标上，惩击该目标，造成375 / 500 / 1500魔法伤害并对范围内的其它敌人造成额外的125/175/500魔法伤害。然后他会治疗自身150 / 210 / 375生命值，并且每惩击到一名敌人就会使治疗效果额外提升20%。",https://game.gtimg.cn/images/lol/act/img/tft/champions/jayce-mercurial-justice.png,"【杰斯】变形为近战形态，随后猛击他目标周围的地面，对一个大范围内的敌人们造成275/350/900魔法伤害，并获得额外的45护甲与魔抗。然后他会将他的技能替换为【墨丘利审判】，持续到战斗结束为止。
【墨丘利审判】：【杰斯】召唤闪电落到他的目标上，惩击该目标，造成375 / 500 / 1500魔法伤害并对范围内的其它敌人造成额外的125/175/500魔法伤害。然后他会治疗自身150 / 210 / 375生命值，并且每惩击到一名敌人就会使治疗效果额外提升20%。",墨丘利正义,主动,25,40,,未来守护者,{}
120,714,60,50,50/90/162,1.8,1,0.75,120,25,赫卡里姆,,7005,重骑兵,900,900/1620/2916,1.8,90,714.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/hecarim-onslaught-of-shadows.png,4,无,7106,怒翼龙,"581,561,597",【赫卡里姆】召唤出幽灵骑士们冲锋经过他的目标，造成150 / 250 / 1000魔法伤害并使命中的敌人们晕眩 1.5 / 2 / 8秒。,https://game.gtimg.cn/images/lol/act/img/tft/champions/hecarim-onslaught-of-shadows.png,【赫卡里姆】召唤出幽灵骑士们冲锋经过他的目标，造成150 / 250 / 1000魔法伤害并使命中的敌人们晕眩 1.5 / 2 / 8秒。,暗影冲击,主动,60,30,,战争之影,{}
117,724,25,40,40/72/129.6,1.8,3,0.7,117,25,璐璐,,"7201,7007","召唤物,魔导师",650,650/1170/2106,1.8,150,724.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/lulu-whimsy.png,0,无,7118,龙族小天才,"571,531,591",【璐璐】为相距最近的2个单位各施放一个附身符咒。如果这个符咒附身在友方单位身上，则会提供持续5秒的30% / 40% / 60%攻击速度。如果这个符咒附身在敌方单位身上，则会将该敌人晕眩并变为一只温顺的幼龙，持续1秒。如果附近的单位少于3个，那么【璐璐】会给自己施放符咒。,https://game.gtimg.cn/images/lol/act/img/tft/champions/lulu-whimsy.png,【璐璐】为相距最近的2个单位各施放一个附身符咒。如果这个符咒附身在友方单位身上，则会提供持续5秒的30% / 40% / 60%攻击速度。如果这个符咒附身在敌方单位身上，则会将该敌人晕眩并变为一只温顺的幼龙，持续1秒。如果附近的单位少于3个，那么【璐璐】会给自己施放符咒。,奇思妙想,主动,25,75,,仙灵女巫,{}
113,734,40,60,60/108/194.4,1.8,1,0.55,113,25,瑟庄妮,,7005,重骑兵,650,650/1170/2106,1.8,90,734.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/sejuani-warriors-wrath.png,1,无,7103,冒险家,,【瑟庄妮】挥击她的链枷，对一个锥形范围内的所有敌人造成他5%最大生命值的魔法伤害。随后她会再次进行快速打击，对她的目标和目标正后方的那名敌人造成第一段挥击的伤害和1.5/1.75/2秒晕眩。,https://game.gtimg.cn/images/lol/act/img/tft/champions/sejuani-warriors-wrath.png,【瑟庄妮】挥击她的链枷，对一个锥形范围内的所有敌人造成他5%最大生命值的魔法伤害。随后她会再次进行快速打击，对她的目标和目标正后方的那名敌人造成第一段挥击的伤害和1.5/1.75/2秒晕眩。,战士之怒,主动,40,50,,北地之怒,{}
110,752,25,50,50/90/162,1.8,3,0.7,110,25,韦鲁斯,,7013,迅捷射手,650,650/1170/2106,1.8,150,752.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/varus-chain-of-constellations.png,3,无,7101,星界龙,"519,539,545",【韦鲁斯】向目标发射星界卷须来打击命中的第一个敌人，造成基于他300%攻击力的物理伤害和1.5 / 1.75 / 2秒晕眩。随后，卷须会蔓延至附近3名敌人，造成150/250/400魔法伤害和相同时长的晕眩效果。,https://game.gtimg.cn/images/lol/act/img/tft/champions/varus-chain-of-constellations.png,【韦鲁斯】向目标发射星界卷须来打击命中的第一个敌人，造成基于他300%攻击力的物理伤害和1.5 / 1.75 / 2秒晕眩。随后，卷须会蔓延至附近3名敌人，造成150/250/400魔法伤害和相同时长的晕眩效果。,星座锁链,主动,25,75,,惩戒之箭,{}
107,774,30,70,70/126/226.8,1.8,1,0.8,107,25,雷恩加尔,,7001,刺客,700,700/1260/2268,1.8,100,774.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/rengar-unseen-predator.png,3,无,7115,黯灵龙,"529,535,551",【雷恩加尔】跳向护甲最低的敌人，造成基于他255% / 265% / 275%攻击力的伤害及额外60 / 80 / 100的魔法伤害。然后他的下2次攻击会获得爆发性的攻击速度加成。,https://game.gtimg.cn/images/lol/act/img/tft/champions/rengar-unseen-predator.png,【雷恩加尔】跳向护甲最低的敌人，造成基于他255% / 265% / 275%攻击力的伤害及额外60 / 80 / 100的魔法伤害。然后他的下2次攻击会获得爆发性的攻击速度加成。,无形掠食者,主动,30,40,,傲之追猎者,{}
106,754,45,50,50/90/162,1.8,1,0.75,106,25,沃利贝尔,,7006,神龙尊者,750,750/1350/2430,1.8,60,754.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/volibear-relentless-storm.png,3,无,7109,金鳞龙,"529,539,595",【沃利贝尔】大发雷霆，获得400 / 700 / 1200额外生命值。在战斗环节的剩余时间里，每第3次攻击对目标以及最多4个额外敌人造成130/185/250魔法伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/volibear-relentless-storm.png,【沃利贝尔】大发雷霆，获得400 / 700 / 1200额外生命值。在战斗环节的剩余时间里，每第3次攻击对目标以及最多4个额外敌人造成130/185/250魔法伤害。,冷酷风暴,主动,45,0,,不灭狂雷,{}
104,762,30,60,60/108/194.4,1.8,3,0.65,104,25,格雷福斯,,7004,强袭炮手,700,700/1260/2268,1.8,40,762.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/graves-quickdraw.png,4,无,7112,风暴龙,"529,539,595","被动：【格雷福斯】的攻击会在他前方的一个锥形范围内散布4颗子弹，每颗对命中的第一个敌人造成他65/65/170%攻击力的物理伤害。
主动：【格雷福斯】冲向他的目标，快速打出2次攻击，并为他自身提供持续4秒的30/40/80护甲和魔抗。",https://game.gtimg.cn/images/lol/act/img/tft/champions/graves-quickdraw.png,"被动：【格雷福斯】的攻击会在他前方的一个锥形范围内散布4颗子弹，每颗对命中的第一个敌人造成他65/65/170%攻击力的物理伤害。
主动：【格雷福斯】冲向他的目标，快速打出2次攻击，并为他自身提供持续4秒的30/40/80护甲和魔抗。",快速拔枪,被动,30,0,,法外狂徒,{}
102,739,70,110,110/198/356.4,1.8,1,0.8,102,25,希瓦娜,,"7015,7012","龙神,换形师",1000,1000/1800/3240,1.8,60,739.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/shyvana-dragons-descent.png,8,无,7106,怒翼龙,"555,559,561","【希瓦娜】变形为龙形态，持续到战斗环节结束为止，并将她的技能替换为【烈焰吐息】。她随后会变为无法被选取状态，然后俯冲轰入敌方最密集的位置，造成80/150/500魔法伤害和1.25秒晕眩。
【烈焰吐息】：【希瓦娜】在锥形范围内喷吐烈焰，对敌人造成700/1200/20000魔法伤害。在【烈焰吐息】期间总会处于狂怒状态。【烈焰吐息】持续时间：3.5秒。【烈焰吐息】每段伤害的频率：0.5秒。【烈焰吐息】的伤害至少存留3段，至多至最大伤害数额",https://game.gtimg.cn/images/lol/act/img/tft/champions/shyvana-dragons-descent.png,"【希瓦娜】变形为龙形态，持续到战斗环节结束为止，并将她的技能替换为【烈焰吐息】。她随后会变为无法被选取状态，然后俯冲轰入敌方最密集的位置，造成80/150/500魔法伤害和1.25秒晕眩。
【烈焰吐息】：【希瓦娜】在锥形范围内喷吐烈焰，对敌人造成700/1200/20000魔法伤害。在【烈焰吐息】期间总会处于狂怒状态。【烈焰吐息】持续时间：3.5秒。【烈焰吐息】每段伤害的频率：0.5秒。【烈焰吐息】的伤害至少存留3段，至多至最大伤害数额",龙神降世,主动,70,0,,龙血武姬,{}
99,766,20,30,30/54/97.2,1.8,4,0.7,99,25,拉克丝,,7010,法师,600,600/1080/1944,1.8,60,766.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/lux-cosmic-spark.png,2,无,7101,星界龙,"535,565,525",【拉克丝】朝相距最远的敌人发射一颗星星，对命中的第一个敌人造成325/400/500魔法伤害，并对后续的敌人们造成175/200/230魔法伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/lux-cosmic-spark.png,【拉克丝】朝相距最远的敌人发射一颗星星，对命中的第一个敌人造成325/400/500魔法伤害，并对后续的敌人们造成175/200/230魔法伤害。,宇宙华光,主动,20,0,,光辉女郎,{}
89,722,45,75,75/135/243,1.8,1,0.55,89,25,蕾欧娜,,7008,护卫,650,650/1170/2106,1.8,80,722.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/leona-solar-barrier.png,1,无,7105,幻镜龙,"581,583,597",【蕾欧娜】在自身周围创造一道屏障，使受到的所有伤害降低30/40/60，持续4秒。,https://game.gtimg.cn/images/lol/act/img/tft/champions/leona-solar-barrier.png,【蕾欧娜】在自身周围创造一道屏障，使受到的所有伤害降低30/40/60，持续4秒。,日炎屏障,主动,45,40,,曙光女神,{}
81,712,15,40,40/72/129.6,1.8,3,0.6,81,25,伊泽瑞尔,,7013,迅捷射手,500,500/900/1620,1.8,40,712.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/ezreal-mystic-shot.png,1,无,7112,风暴龙,"567,535,565",【伊泽瑞尔】朝着他的目标发射一道能量箭。对命中的第一个敌人造成200/275/375魔法伤害并为【伊泽瑞尔】提供10%攻速加成，至多可叠加5次。,https://game.gtimg.cn/images/lol/act/img/tft/champions/ezreal-mystic-shot.png,【伊泽瑞尔】朝着他的目标发射一道能量箭。对命中的第一个敌人造成200/275/375魔法伤害并为【伊泽瑞尔】提供10%攻速加成，至多可叠加5次。,秘术射击,主动,15,0,,探险家,{}
80,771,50,80,80/144/259.2,1.8,1,0.65,80,25,潘森,,7014,狂刃战士,1000,1000/1800/3240,1.8,60,771.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/pantheon-aegis-assault.png,4,无,7114,幽影龙,"529,595,543","被动：【潘森】所受伤害减免20/25/40%。
主动：【潘森】举盾2秒，使他被动的效能翻倍并在持续期间对他前方的一个区域造成基于他265/280/380%攻击力外加100/150/700的伤害。命中敌人时还会使其即将受到的治疗效果降低50%，持续3秒。",https://game.gtimg.cn/images/lol/act/img/tft/champions/pantheon-aegis-assault.png,"被动：【潘森】所受伤害减免20/25/40%。
主动：【潘森】举盾2秒，使他被动的效能翻倍并在持续期间对他前方的一个区域造成基于他265/280/380%攻击力外加100/150/700的伤害。命中敌人时还会使其即将受到的治疗效果降低50%，持续3秒。",神佑枪阵,被动,50,30,,不屈之枪,{}
76,727,30,55,55/99/178.2,1.8,3,0.7,76,25,奈德丽,,7012,换形师,550,550/990/1782,1.8,50,727.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/nidalee-primal-surge.png,1,无,7101,星界龙,"519,539,595",【奈德丽】变形为【美洲狮形态】，持续到战斗环节结束为止。在这个形态下，她的攻击距离会被削减到1但获得额外移动速度和40/45/50%攻击速度。在【美洲狮形态】下，每第3次攻击会挥击她的目标来造成135/203/304物理伤害(225%攻击力)。,https://game.gtimg.cn/images/lol/act/img/tft/champions/nidalee-primal-surge.png,【奈德丽】变形为【美洲狮形态】，持续到战斗环节结束为止。在这个形态下，她的攻击距离会被削减到1但获得额外移动速度和40/45/50%攻击速度。在【美洲狮形态】下，每第3次攻击会挥击她的目标来造成135/203/304物理伤害(225%攻击力)。,野性奔腾,主动,30,0,,狂野女猎手,{}
75,768,30,60,60/108/194.4,1.8,1,0.55,75,25,内瑟斯,,7008,护卫,650,650/1170/2106,1.8,100,768.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/nasus-fury-of-the-dawn.png,1,无,7109,金鳞龙,"581,583,597",【内瑟斯】将自己笼罩在圣光之中6秒，获得225/350/650最大生命值并且每秒对邻格的敌人们造成70/100/185魔法伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/nasus-fury-of-the-dawn.png,【内瑟斯】将自己笼罩在圣光之中6秒，获得225/350/650最大生命值并且每秒对邻格的敌人们造成70/100/185魔法伤害。,破晓降临,主动,30,0,,沙漠死神,{}
74,715,15,40,40/72/129.6,1.8,4,0.65,74,25,黑默丁格,,"7201,7010","召唤物,法师",500,500/900/1620,1.8,100,715.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/heimerdinger-egg-toss.png,0,无,7118,龙族小天才,"535,565,525",【黑默丁格】对生命值百分比最高的敌人扔出一颗蛋，造成225 / 325 / 475魔法伤害和持续0.5秒的晕眩。 ,https://game.gtimg.cn/images/lol/act/img/tft/champions/heimerdinger-egg-toss.png,【黑默丁格】对生命值百分比最高的敌人扔出一颗蛋，造成225 / 325 / 475魔法伤害和持续0.5秒的晕眩。 ,投蛋,主动,15,50,,大发明家,{}
72,740,45,55,55/99/178.2,1.8,1,0.6,72,25,斯卡纳,,7003,格斗家,650,650/1170/2106,1.8,90,740.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/skarner-crystalline-exoskeleton.png,1,无,7101,星界龙,,【斯卡纳】自身获得持续8秒的300/375/450护盾值，并在护盾持续时获得160/180/200%攻击速度。,https://game.gtimg.cn/images/lol/act/img/tft/champions/skarner-crystalline-exoskeleton.png,【斯卡纳】自身获得持续8秒的300/375/450护盾值，并在护盾持续时获得160/180/200%攻击速度。,水晶蝎甲,主动,45,40,,水晶先锋,{}
64,721,45,50,50/90/162,1.8,1,0.75,64,25,李青,,7006,神龙尊者,800,800/1440/2592,1.8,90,721.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/lee-sin-dragons-rage.png,3,无,7112,风暴龙,"577,535,565",【李青】踢击目标，使其晕眩1.5秒并将其击退。目标和被目标命中的所有敌人都会受到215/285/385魔法伤害并使其魔法抗性降低 40%，持续 5 秒。,https://game.gtimg.cn/images/lol/act/img/tft/champions/lee-sin-dragons-rage.png,【李青】踢击目标，使其晕眩1.5秒并将其击退。目标和被目标命中的所有敌人都会受到215/285/385魔法伤害并使其魔法抗性降低 40%，持续 5 秒。,猛龙摆尾,主动,45,30,,盲僧,{}
62,780,40,65,65/117/210.6,1.8,1,0.7,62,25,孙悟空,,7014,狂刃战士,650,650/1170/2106,1.8,50,780.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/wukong-crushing-blow.png,1,无,7104,玉龙,"581,583,597","孙悟空用金箍棒猛砸他的目标，造成基于他185% / 200% / 230%攻击力+50 / 75 / 100的物理伤害，和持续1 / 1.25 / 1.5秒的晕眩。

",https://game.gtimg.cn/images/lol/act/img/tft/champions/wukong-crushing-blow.png,"孙悟空用金箍棒猛砸他的目标，造成基于他185% / 200% / 230%攻击力+50 / 75 / 100的物理伤害，和持续1 / 1.25 / 1.5秒的晕眩。
",粉碎打击,主动,40,0,,齐天大圣,{}
54,767,40,70,70/126/226.8,1.8,1,0.5,54,25,墨菲特,,7003,格斗家,700,700/1260/2268,1.8,90,767.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/malphite-coral-shield.png,1,无,7116,碧波龙,"581,583,597",【墨菲特】为自身提供持续5秒的200 / 250 / 325护盾值。,https://game.gtimg.cn/images/lol/act/img/tft/champions/malphite-coral-shield.png,【墨菲特】为自身提供持续5秒的200 / 250 / 325护盾值。,珊瑚护盾,主动,40,90,,熔岩巨兽,{}
43,719,20,40,40/72/129.6,1.8,4,0.7,43,25,卡尔玛,,7006,神龙尊者,500,500/900/1620,1.8,50,719.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/karma-inner-flame.png,1,无,7104,玉龙,"567,535,565",【卡尔玛】朝她的目标发射一道能量爆裂，在命中的第一个敌人附近的一个小范围内造成210 / 280 / 420魔法伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/karma-inner-flame.png,【卡尔玛】朝她的目标发射一道能量爆裂，在命中的第一个敌人附近的一个小范围内造成210 / 280 / 420魔法伤害。,心灵烈焰,主动,20,0,,天启者,{}
29,751,20,45,45/81/145.8,1.8,3,0.7,29,25,图奇,,7013,迅捷射手,550,550/990/1782,1.8,80,751.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/twitch-blast-potion.png,2,无,7103,冒险家,"535,551,545",【图奇】向目标抛掷一个爆炸瓶，在一个区域内造成他120%攻击力+40/80/150的物理伤害并使命中的敌人们的护甲降低40%，持续5秒。,https://game.gtimg.cn/images/lol/act/img/tft/champions/twitch-blast-potion.png,【图奇】向目标抛掷一个爆炸瓶，在一个区域内造成他120%攻击力+40/80/150的物理伤害并使命中的敌人们的护甲降低40%，持续5秒。,轰炸药水,主动,20,40,,瘟疫之源,{}
24,763,45,60,60/108/194.4,1.8,1,0.8,24,25,贾克斯,,7003,格斗家,750,750/1350/2430,1.8,100,763.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/jax-counter-strike.png,2,无,"7104,7109","玉龙,金鳞龙","581,583,597",【贾克斯】进入一个持续2秒的防御姿态，闪避所有即将到来的攻击。在这个姿态结束时，他对附近所有敌人进行打击，造成200 / 300 / 550魔法伤害和1 / 1.25 / 1.5秒晕眩效果。,https://game.gtimg.cn/images/lol/act/img/tft/champions/jax-counter-strike.png,【贾克斯】进入一个持续2秒的防御姿态，闪避所有即将到来的攻击。在这个姿态结束时，他对附近所有敌人进行打击，造成200 / 300 / 550魔法伤害和1 / 1.25 / 1.5秒晕眩效果。,反击风暴,主动,45,30,,武器大师,{}
20,728,50,60,60/108/194.4,1.8,1,0.55,20,25,努努和威朗普,,7005,重骑兵,850,850/1530/2754,1.8,100,728.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/nunu-consume.jpg,3,无,7105,幻镜龙,"581,583,597",【努努】激励【威朗普】撕咬他的目标，造成350 / 500 / 800魔法伤害。如果目标在被撕咬前的生命值低于威朗普，那么威朗普会造成额外的40%伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/nunu-consume.jpg,【努努】激励【威朗普】撕咬他的目标，造成350 / 500 / 800魔法伤害。如果目标在被撕咬前的生命值低于威朗普，那么威朗普会造成额外的40%伤害。,吞噬,主动,50,40,,雪原双子,{}
18,750,20,50,50/90/162,1.8,4,0.7,18,25,崔丝塔娜,,"7201,7004","召唤物,强袭炮手",600,600/1080/1944,1.8,60,750.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/tristana-explosive-charge.png,0,无,7118,龙族小天才,"521,535,551",被动：【崔丝塔娜】为【诺姆希】提供30 / 45 / 70额外攻击力。【崔丝塔娜】发射至多1个爆炸火花，优先选择相距最近且没被施加火花的目标。火花会在1秒后爆炸，对附近的敌人们造成基于诺姆希140% / 170% / 210%攻击力的物理伤害(@PercentAD*100@% 攻击力 %i:scaleAD%)并对目标造成 130 / 160 / 200额外魔法伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/tristana-explosive-charge.png,被动：【崔丝塔娜】为【诺姆希】提供30 / 45 / 70额外攻击力。【崔丝塔娜】发射至多1个爆炸火花，优先选择相距最近且没被施加火花的目标。火花会在1秒后爆炸，对附近的敌人们造成基于诺姆希140% / 170% / 210%攻击力的物理伤害(@PercentAD*100@% 攻击力 %i:scaleAD%)并对目标造成 130 / 160 / 200额外魔法伤害。,爆炸火花,主动,20,0,,麦林炮手,{}
16,742,30,40,40/72/129.6,1.8,4,0.7,16,25,索拉卡,,7017,唤星者,800,800/1440/2592,1.8,200,742.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/soraka-starfall.png,5,无,7104,玉龙,"571,531,591","被动：当任一友方英雄低于50%生命值时，【索拉卡】的每次攻击就会回复额外的15法力值。
主动：【索拉卡】召唤一阵持续2秒的星雨。友军在每次被一颗星星命中时都会获得105 / 165 / 1000治疗效果。",https://game.gtimg.cn/images/lol/act/img/tft/champions/soraka-starfall.png,"被动：当任一友方英雄低于50%生命值时，【索拉卡】的每次攻击就会回复额外的15法力值。
主动：【索拉卡】召唤一阵持续2秒的星雨。友军在每次被一颗星星命中时都会获得105 / 165 / 1000治疗效果。",星落,主动,30,100,,众星之子,{}
8,753,45,40,40/72/129.6,1.8,2,0.6,8,25,弗拉基米尔,,7010,法师,700,700/1260/2268,1.8,70,753.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/vladimir-transfusion.png,1,无,7101,星界龙,"581,583,597",弗拉基米尔对目标造成275 / 325 / 375魔法伤害并且自身获得275 / 325 / 375治疗效果。,https://game.gtimg.cn/images/lol/act/img/tft/champions/vladimir-transfusion.png,弗拉基米尔对目标造成275 / 325 / 375魔法伤害并且自身获得275 / 325 / 375治疗效果。,鲜血转换,主动,45,0,,猩红收割者,{}
2,729,50,50,50/90/162,1.8,1,0.7,2,25,奥拉夫,,"7014,7003","狂刃战士,格斗家",800,800/1440/2592,1.8,100,729.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/olaf-recklessness.png,3,无,7108,屠龙勇士,"529,539,595","被动：【奥拉夫】寻求荣耀之死，在每次阵亡时永久获得4点攻击力（在狂暴模式中为10点）
主动：【奥拉夫】打击他的目标，造成他220% / 230% / 240%攻击力的物理伤害并获得35% / 45% / 60%攻击速度，持续6秒。如果他低于50%生命值，这个攻击速度加成会翻倍。",https://game.gtimg.cn/images/lol/act/img/tft/champions/olaf-recklessness.png,"被动：【奥拉夫】寻求荣耀之死，在每次阵亡时永久获得4点攻击力（在狂暴模式中为10点）
主动：【奥拉夫】打击他的目标，造成他220% / 230% / 240%攻击力的物理伤害并获得35% / 45% / 60%攻击速度，持续6秒。如果他低于50%生命值，这个攻击速度加成会翻倍。",鲁莽,主动,50,30,,狂战士,{}
99999,759,40,100,100/180/324,1.8,2,0.6,99999,25,诺姆希,,7012,换形师,1000,1000/1800/3240,1.8,140,759.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/nuomuxihuoqiu.png,0,无,7113,驯龙大师,,【诺姆希】朝它的目标喷吐火焰，对命中的敌人们造成255魔法伤害和持续8秒的灼烧效果，灼烧效果每秒造成相当于各敌人1%最大生命值的真实伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/nuomuxihuoqiu.png,【诺姆希】朝它的目标喷吐火焰，对命中的敌人们造成255魔法伤害和持续8秒的灼烧效果，灼烧效果每秒造成相当于各敌人1%最大生命值的真实伤害。,火球,主动,40,90,,驯龙大师召唤物,{}
555,731,40,70,70/105/157.5,1.5,1,1,555,25,派克,,7001,刺客,900,900/1620/2916,1.8,60,731.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/pyke-death-from-below.png,5,无,7114,幽影龙,,"【派克】扑向生命值最低的敌人并在一个X形区域中进行斩击，对他的目标造成325/450/15000魔法伤害并对命中的其他敌人们造成150/250/15000魔法伤害。还会对命中的敌人们施加持续8秒的50%治疗削减。
如果【派克】命中了一名处于或低于25/33/1%%生命值的敌人，那么他会立刻处决该敌人并再次施放【涌泉之恨】。",https://game.gtimg.cn/images/lol/act/img/tft/champions/pyke-death-from-below.png,"【派克】扑向生命值最低的敌人并在一个X形区域中进行斩击，对他的目标造成325/450/15000魔法伤害并对命中的其他敌人们造成150/250/15000魔法伤害。还会对命中的敌人们施加持续8秒的50%治疗削减。
如果【派克】命中了一名处于或低于25/33/1%%生命值的敌人，那么他会立刻处决该敌人并再次施放【涌泉之恨】。",涌泉之恨,主动,40,0,,血港鬼影,{}
518,726,20,60,60/90/135,1.5,2,0.7,518,25,妮蔻,,7012,换形师,1000,1000/1800/3240,1.8,120,726.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/neeko-inherent-glamour.png,4,无,7104,玉龙,,"每个战斗环节：【妮蔻】将自己假扮成相距最近的友方英雄，将其额外攻击力和攻击速度加给她自己并复制除了生命值之外的所有其它属性。之后她会获得一层护盾，护盾值相当于275/400/2000外加这个友方英雄的10/20/50%生命值。
当护盾被打破时，她会变形为【妮蔻形态】，恢复她自己的属性，并施放【怒放】，对附近的敌人们造成300/425/1500魔法伤害和1.5秒晕眩。在此之后，【妮蔻】每达到最大法力值就会施放【怒放】。",https://game.gtimg.cn/images/lol/act/img/tft/champions/neeko-inherent-glamour.png,"每个战斗环节：【妮蔻】将自己假扮成相距最近的友方英雄，将其额外攻击力和攻击速度加给她自己并复制除了生命值之外的所有其它属性。之后她会获得一层护盾，护盾值相当于275/400/2000外加这个友方英雄的10/20/50%生命值。
当护盾被打破时，她会变形为【妮蔻形态】，恢复她自己的属性，并施放【怒放】，对附近的敌人们造成300/425/1500魔法伤害和1.5秒晕眩。在此之后，【妮蔻】每达到最大法力值就会施放【怒放】。",天生幻魅,主动,20,0,,万花通灵,{}
